Código Imóvel;Logradouro;CEP;Bairro;Loteamento;Nº Imóvel;Lote;Quadra
1429;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;92;5;Q
1430;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;104;6;Q
1431;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;114;7;Q
1432;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;120;8;Q
1433;RUA JUNDIAI;13315-000;GUAXATUBA;NOVA CABREUVA;146;09-B;Q
1434;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;164;10;Q
1435;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;11;Q
1436;RUA JUNDIAI;13315-000;GUAXATUBA;NOVA CABREUVA;188;12;Q
1437;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;200;13;Q
1438;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;14;Q
1439;RUA QUATRO *;00000-000;CENTRO;NOVA CABREUVA;00S/N;1;B
1440;RUA QUATRO *;00000-000;CENTRO;NOVA CABREUVA;00S/N;2;B
1441;RUA QUATRO *;00000-000;CENTRO;NOVA CABREUVA;00S/N;3;B
1442;RUA MANOEL MARTINS DE MELLO;00000-000;CENTRO;NOVA CABREUVA;00S/N;4;B
1443;RUA MANOEL MARTINS DE MELLO;00000-000;CENTRO;NOVA CABREUVA;00S/N;5;B
1444;RUA MANOEL MARTINS DE MELLO;00000-000;CENTRO;NOVA CABREUVA;51;6;B
1445;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;262;1;E
1446;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;2;E
1447;AVENIDA VEREADOR DURVAL AMIRAT;13315-000;GUAXATUBA;NOVA CABREUVA;282;3;E
1448;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;4;E
1449;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;5;E
1450;AVENIDA VEREADOR DURVAL AMIRAT;13315-000;GUAXATUBA;NOVA CABREUVA;316;6;E
1451;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;7;E
1452;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;8;E
1453;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;9;E
1454;AVENIDA VEREADOR DURVAL AMIRAT;13315-000;GUAXATUBA;NOVA CABREUVA;352;10;E
1455;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;362;11;E
1456;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;12;E
1457;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;382;13;E
1458;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;14;E
1459;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;15;E
1460;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;AREA DE LAZER;E
1461;RUA JUNDIAI;13315-000;GUAXATUBA;NOVA CABREUVA;313;16;E
1462;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;17;E
1463;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;18;E
1464;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;19;E
1465;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;269;20;E
1466;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;0259F;21;E
1467;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;22;E
1468;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;23;E
1469;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;229;24;E
1470;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;219;25;E
1471;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;209;26;E
1472;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;27;E
1473;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;28;E
1474;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;179;29;E
1475;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;35;30;E
1476;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;1;D
1477;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;56;2;D
1478;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;3;D
1479;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;4;D
1480;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;5;D
1481;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;96;6;D
1482;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;110;7;D
1483;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;8;D
1484;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;130;9;D
1485;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;10;D
1486;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;146;11;D
1487;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;160;12;D
1488;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;170;13;D
1489;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;176;14;D
1490;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;15;D
1491;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;16;D
1492;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;222;17;D
1493;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;236;18;D
1494;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;19;D
1495;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;20;D
1496;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;21;D
1497;RUA JUNDIAI;13315-000;GUAXATUBA;NOVA CABREUVA;00S/N;22;D
1498;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;23;D
1499;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;91;24;D
1500;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;25;D
1501;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;71;26;D
1502;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;61;27;D
1503;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;28;D
1504;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;29;D
1505;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;31;30;D
1506;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;31;D
1507;RUA JUNDIAI;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;32;D
1508;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;9;C
1509;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;8;C
1510;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;135;05/06 E 07;C
1513;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;115;4;C
1514;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;105;3;C
1515;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;2;C
1516;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;GUAXATUBA;NOVA CABREUVA;00S/N;1;C
1517;RUA MANOEL MARTINS DE MELLO;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;5
1518;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;5
1519;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;28;SETOR 02;5
1520;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;28;SETOR 02;5
1521;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;5
1522;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;58;SETOR 02;5
1523;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;68;SETOR 02;5
1524;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;78;SETOR 02;5
1525;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;5
1526;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;5
1527;PRACA COMENDADOR MARTINS;00000-000;CENTRO;NOVA CABREUVA;29;3;A
1528;PRACA COMENDADOR MARTINS;13315-000;CENTRO;NOVA CABREUVA;99;02-B;A
1529;PRACA COMENDADOR MARTINS;00000-000;CENTRO;NOVA CABREUVA;101;P/LOTE 03;A
1530;PRACA COMENDADOR MARTINS;13315-000;CENTRO;CABREUVA;85;SETOR 01;16
1531;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;NOVA CABREUVA;34;1;A
1532;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;44;SETOR 01;16
1533;RUA MANOEL MARTINS DE MELLO;00000-000;CENTRO;CABREUVA;101;SETOR 02;4
1534;TRAVESSA INDEPENDENCIA;00000-000;CENTRO;CABREUVA;66;SETOR 02;4
1535;TRAVESSA INDEPENDENCIA;00000-000;CENTRO;CABREUVA;76;SETOR 02;4
1536;TRAVESSA INDEPENDENCIA;00000-000;CENTRO;CABREUVA;86;SETOR 02;4
1537;TRAVESSA INDEPENDENCIA;00000-000;CENTRO;CABREUVA;96;SETOR 02;4
1538;TRAVESSA INDEPENDENCIA;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;4
1539;TRAVESSA INDEPENDENCIA;00000-000;CENTRO;CABREUVA;116;SETOR 02;4
1540;TRAVESSA INDEPENDENCIA;13315-000;CENTRO;CABREUVA;116;SETOR 02;4
1541;TRAVESSA INDEPENDENCIA;00000-000;CENTRO;CABREUVA;136;SETOR 02;4
1542;TRAVESSA INDEPENDENCIA;00000-000;CENTRO;CABREUVA;146;SETOR 02;4
1543;TRAVESSA INDEPENDENCIA;00000-000;CENTRO;CABREUVA;150;SETOR 02;4
1544;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;4
1545;TRAVESSA INDEPENDENCIA;00000-000;CENTRO;CABREUVA;0;SETOR 02;4
1546;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;4
1547;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;4
1548;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;4
1549;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;65;SETOR 02;4
1550;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;59;SETOR 02;4
1551;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;4
1552;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;4
1553;TRAVESSA D. PEDRO I;13315-000;CENTRO;CABREUVA;00S/N;SETOR 02;4
1554;TRAVESSA D. PEDRO I;00000-000;CENTRO;CABREUVA;15;SETOR 02;4
1555;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;CENTRO;JARDIM SANTANA;00S/N;38;UN
1556;AVENIDA VEREADOR DURVAL AMIRAT;13315-000;CENTRO;JARDIM SANTANA;525;39;UN
1557;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;CENTRO;JARDIM SANTANA;00S/N;40;UN
1558;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;CENTRO;JARDIM SANTANA;505;41;UN
1559;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;CENTRO;JARDIM SANTANA;00S/N;42;UN
1560;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;CENTRO;JARDIM SANTANA;485;43;UN
1561;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;CENTRO;JARDIM SANTANA;475;44;UN
1562;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;CENTRO;JARDIM SANTANA;465;45;UN
1563;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;CENTRO;JARDIM SANTANA;455;46;UN
1564;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;CENTRO;JARDIM SANTANA;445;47;UN
1565;AVENIDA VEREADOR DURVAL AMIRAT;13315-000;CENTRO;JARDIM SANTANA;435;48;UN
1566;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;CENTRO;JARDIM SANTANA;425;49;UN
1567;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;CENTRO;JARDIM SANTANA;00S/N;50;UN
1568;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;CENTRO;JARDIM SANTANA;60;51;UN
1569;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;CENTRO;JARDIM SANTANA;395;52;UN
1570;RUA DUQUE DE CAXIAS;00000-000;CENTRO;JARDIM SANTANA;00S/N;2;5
1571;RUA DUQUE DE CAXIAS;00000-000;CENTRO;JARDIM SANTANA;45;1;5
1572;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;CENTRO;JARDIM SANTANA;00S/N;53-54-P/55;UN
1573;AVENIDA VEREADOR DURVAL AMIRAT;13315-000;CENTRO;JARDIM SANTANA;303;P/55 - 56;UN
1574;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;CENTRO;JARDIM SANTANA;283;57-58-59;UN
1575;AVENIDA VEREADOR DURVAL AMIRAT;-;CENTRO;JARDIM SANTANA;00S/N;60;UN
1576;AVENIDA VEREADOR DURVAL AMIRAT;-;CENTRO;JARDIM SANTANA;00S/N;61;UN
1577;AVENIDA VEREADOR DURVAL AMIRAT;00000-000;CENTRO;JARDIM SANTANA;00S/N;62;UN
1579;RUA DUQUE DE CAXIAS;00000-000;CENTRO;JARDIM SANTANA;61;P/02;6
1580;RUA SAO JUDAS TADEU;00000-000;CENTRO;JARDIM SANTANA;51;1;6
1581;RUA MANOEL MARTINS DE MELLO;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;3
1582;RUA MANOEL MARTINS DE MELLO;00000-000;CENTRO;CABREUVA;37;SETOR 02;3
1583;RUA MANOEL MARTINS DE MELLO;00000-000;CENTRO;CABREUVA;31;SETOR 02;3
1584;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;70;SETOR 02;3
1585;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;80;SETOR 02;3
1586;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;86;SETOR 02;3
1587;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;3
1588;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;3
1589;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;110;SETOR 02;3
1590;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;118;SETOR 02;3
1591;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;128;SETOR 02;3
1592;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;138;SETOR 02;3
1593;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;3
1594;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;208;SETOR 02;3
1595;TRAVESSA INDEPENDENCIA;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;3
1596;TRAVESSA INDEPENDENCIA;-;CENTRO;CABREUVA;S/N;SETOR 02;3
1597;TRAVESSA INDEPENDENCIA;-;CENTRO;CABREUVA;S/N;SETOR 02;3
1598;TRAVESSA INDEPENDENCIA;00000-000;CENTRO;CABREUVA;115;SETOR 02;3
1599;TRAVESSA INDEPENDENCIA;13315-000;CENTRO;CABREUVA;105;SETOR 02;3
1600;TRAVESSA INDEPENDENCIA;00000-000;CENTRO;CABREUVA;95;SETOR 02;3
1601;TRAVESSA INDEPENDENCIA;13315-000;CENTRO;CABREUVA;85;SETOR 02;3
1602;TRAVESSA INDEPENDENCIA;00000-000;CENTRO;CABREUVA;75;SETOR 02;3
1603;RUA EVERALDO MARTINS DE MELLO;-;CENTRO;CABREUVA;56;SETOR 02;6
1604;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;222;SETOR 02;6
1605;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;230;SETOR 02;6
1606;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;0;SETOR 02;6
1607;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;0;SETOR 02;6
1608;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;250;SETOR 02;6
1609;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;252;SETOR 02;6
1610;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;272;SETOR 02;6
1611;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;;278;6;0
1612;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;286;SETOR 02;2
1613;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;300;SETOR 02;6
1614;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;314;SETOR 02;6
1615;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;330;SETOR 02;6
1616;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;340;SETOR 02 AREA A/3;6
1617;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;364;SETOR 02;6
1618;AVENIDA MARCIANO XAVIER DE OLIVEIRA;13315-000;CENTRO;CABREUVA;384;SETOR 02;6
1619;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;304;SETOR C2;6
1620;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;;00S/N;"AREA B"" ;11; ;21/05/2015 ;0;3; ;0;1;0;0;0;0;0;0;0;0;0;0;0;";6
1621;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;468;SETOR 02;6
1622;AVENIDA MARCIANO XAVIER DE OLIVEIRA;13315-000;CENTRO;CABREUVA;484;SETOR 02;6
1623;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;512;SETOR 02;6
1624;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;528;SETOR 02;6
1625;RUA CONSELHEIRO RODRIGUES ALVES;00000-000;CENTRO;CABREUVA;63;SETOR 02;2
1626;RUA CONSELHEIRO RODRIGUES ALVES;00000-000;CENTRO;CABREUVA;203;SETOR 02;2
1627;RUA CONSELHEIRO RODRIGUES ALVES;00000-000;CENTRO;CABREUVA;193;SETOR 02;2
1628;RUA CONSELHEIRO RODRIGUES ALVES;00000-000;CENTRO;CABREUVA;167;SETOR 02;2
1629;RUA CONSELHEIRO RODRIGUES ALVES;00000-000;CENTRO;CABREUVA;155;SETOR 02;2
1630;RUA CONSELHEIRO RODRIGUES ALVES;00000-000;CENTRO;CABREUVA;149;SETOR 02;2
1631;RUA CONSELHEIRO RODRIGUES ALVES;00000-000;CENTRO;CABREUVA;133;SETOR 02;2
1632;RUA CONSELHEIRO RODRIGUES ALVES;13315-000;CENTRO;CABREUVA;123;SETOR 02;2
1633;RUA CONSELHEIRO RODRIGUES ALVES;00000-000;CENTRO;CABREUVA;113;SETOR 02;2
1634;RUA CONSELHEIRO RODRIGUES ALVES;00000-000;CENTRO;CABREUVA;107;SETOR 02;2
1635;RUA CONSELHEIRO RODRIGUES ALVES;00000-000;CENTRO;CABREUVA;97;SETOR 02;2
1636;AVENIDA MAJOR ANTONIO DA SILVEIRA CAMARGO;13315-000;CENTRO;CABREUVA;596;SETOR 02;2
1637;AVENIDA MAJOR ANTONIO DA SILVEIRA CAMARGO;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;2
1638;AVENIDA MAJOR ANTONIO DA SILVEIRA CAMARGO;33150-000;CENTRO;CABREUVA;720;SETOR 02;2
1639;AVENIDA MAJOR ANTONIO DA SILVEIRA CAMARGO;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;2
1640;RUA ADOLFO CALEGARI;00000-000;CENTRO;CABREUVA;049 e;SET-02 - AREA B;2
1641;RUA ADOLFO CALEGARI;00000-000;CENTRO;CABREUVA;37/39;SETOR 02;2
1642;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;253;SETOR 02;2
1643;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;245;SETOR 02;2
1644;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;241;SETOR 02;2
1645;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;231;SETOR 02;2
1646;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;221;SETOR 02;2
1647;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;221;SETOR 02;2
1648;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;165;SETOR 02;2
1649;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;2
1650;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;85;SETOR 02;2
1651;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;75;SETOR 02;2
1652;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;67;SETOR 02;2
1655;RUA SAO JUDAS TADEU;00000-000;CENTRO;JARDIM SANTANA;26;AREA D;7
1658;RUA SAO JUDAS TADEU;00000-000;CENTRO;JARDIM SANTANA;28;6/7/8/9/15/16/17/18;7
1665;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;277;SETOR 02;2
1666;RUA ADOLFO CALEGARI;00000-000;CENTRO;CABREUVA;38;SETOR 02;2
1667;RUA ADOLFO CALEGARI;00000-000;CENTRO;CABREUVA;0;SETOR 02;2
1668;RUA ADOLFO CALEGARI;13315-000;CENTRO;CABREUVA;52;SETOR 02;2
1669;RUA ADOLFO CALEGARI;00000-000;CENTRO;CABREUVA;70;SETOR 02;2
1670;RUA ADOLFO CALEGARI;00000-000;CENTRO;CABREUVA;84;SETOR 02;2
1671;RUA ADOLFO CALEGARI;00000-000;CENTRO;CABREUVA;94;SETOR 02;2
1672;RUA ADOLFO CALEGARI;00000-000;CENTRO;CABREUVA;104;SETOR 02;2
1673;AVENIDA MARCIANO XAVIER DE OLIVEIRA;-;CENTRO;CABREUVA;435;SETOR 02;2
1674;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;407;SETOR 02;2
1675;AVENIDA MARCIANO XAVIER DE OLIVEIRA;13315-000;CENTRO;CABREUVA;397;SETOR 02;2
1676;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;377;SETOR 02;2
1677;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;367;SETOR 02;2
1678;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;2
1685;RUA SAO JUDAS TADEU;00000-000;CENTRO;JARDIM SANTANA;20;AREA C/I;8
1686;ESTRADA DOS ROMEIROS;00000-000;CENTRO;CABREUVA;00S/N;SETOR 04;6
1687;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;648;SETOR 04;6
1688;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;2
1689;AVENIDA MAJOR ANTONIO DA SILVEIRA CAMARGO;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;2
1690;AVENIDA MAJOR ANTONIO DA SILVEIRA CAMARGO;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;2
1691;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;00S/N;SETOR 02;2
1692;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;513;SETOR 02;2
1693;AVENIDA MARCIANO XAVIER DE OLIVEIRA;13315-000;CENTRO;CABREUVA;487;SETOR 02;2
1694;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;477;SETOR 02;2
1695;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;0S/N.;SETOR 02;2
1696;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;463;SETOR 02;2
1697;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;459;SETOR 02;2
1698;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;532;SETOR 04;5
1699;AVENIDA MARCIANO XAVIER DE OLIVEIRA;00000-000;CENTRO;CABREUVA;00S/N;SETOR 04;5
