Código Imóvel;Logradouro;CEP;Bairro;Loteamento;Nº Imóvel;Lote;Quadra
11931;AVENIDA SAO PAULO;13318-000;JACARE;BAIRRO DO JACARE;00S.N;2;4
11932;AVENIDA SAO PAULO;13318-000;JACARE;BAIRRO DO JACARE;00S.N;2;4
11933;AVENIDA SAO PAULO;13318-000;JACARE;BAIRRO DO JACARE;00S.N;2;4
11934;AVENIDA SAO PAULO;13318-000;JACARE;BAIRRO DO JACARE;00S.N;2;4
11935;AVENIDA SAO PAULO;13318-000;JACARE;BAIRRO DO JACARE;00S.N;2;4
11936;AVENIDA SAO PAULO;13318-000;JACARE;BAIRRO DO JACARE;00S.N;2;4
11937;AVENIDA SAO PAULO;13318-000;JACARE;BAIRRO DO JACARE;00S.N;2;4
11938;AVENIDA SAO PAULO;13318-000;JACARE;BAIRRO DO JACARE;00S.N;2;4
11939;AVENIDA SAO PAULO;13318-000;JACARE;BAIRRO DO JACARE;00S.N;2;4
11940;AVENIDA SAO PAULO;13318-000;JACARE;BAIRRO DO JACARE;00S.N;2;4
11941;AVENIDA SAO PAULO;13318-000;JACARE;BAIRRO DO JACARE;00S.N;2;4
11942;RUA DEZENOVE.;00000-000;APOTREBU;CHAC. ALPES DO TIETE;00S/N;3;15
11943;AVENIDA VEREADOR JOSE DONATO;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;06-B;A
11944;RUA ALBANIA;00000-000;BONFIM;VILAREJO S DA SERRA;000SN;10-B;Q
11945;RUA ALBANIA;00000-000;BONFIM;VILAREJO S DA SERRA;221;10-C;Q
11946;RUA ALBANIA;00000-000;BONFIM;VILAREJO S DA SERRA;000SN;11-B;Q
11947;RUA ALBANIA;00000-000;BONFIM;VILAREJO S DA SERRA;000SN;11-C;Q
11948;RUA INGLATERRA;00000-000;BONFIM;VILAREJO S DA SERRA;710;25-A;T
11949;AVENIDA ADELIA B. DE OLIVEIRA;00000-000;BONFIM;VILAREJO S DA SERRA;43;35-B;AJ
11950;AVENIDA ADELIA B. DE OLIVEIRA;00000-000;BONFIM;VILAREJO S DA SERRA;149;35-C;AJ
11951;RUA SUECIA;00000-000;BONFIM;VILAREJO S DA SERRA;295;21-B;AH
11952;RUA SUECIA;00000-000;BONFIM;VILAREJO S DA SERRA;291;21-C;AH
11953;RUA SUECIA;00000-000;BONFIM;VILAREJO S DA SERRA;289;21-D;AH
11954;AVENIDA ADELIA B. DE OLIVEIRA;00000-000;BONFIM;VILAREJO S DA SERRA;125;36-B;AJ
11955;AVENIDA ADELIA B. DE OLIVEIRA;13319-000;BONFIM;VILAREJO S DA SERRA;119;36-C;AJ
11956;RUA MONSENHOR ANDRE MORTARI;00000-000;BONFIM;VILAREJO S DA SERRA;160;42-C;AJ
11957;AVENIDA ADELIA B. DE OLIVEIRA;00000-000;BONFIM;VILAREJO S DA SERRA;346;06-B;AL
11958;AVENIDA ADELIA B. DE OLIVEIRA;00000-000;BONFIM;VILAREJO S DA SERRA;350;06-C;AL
11959;RUA IRAQUE;00000-000;BONFIM;VILAREJO S DA SERRA;70;01-D;AQ
11960;RUA IRAQUE;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;01-C;AQ
11961;RUA IRAQUE;00000-000;BONFIM;VILAREJO S DA SERRA;10;01-B;AQ
11962;RUA KUWIET;00000-000;BONFIM;VILAREJO S DA SERRA;50;01-A;AQ
11963;AVENIDA VEREADOR JOSE DONATO;00000-000;BONFIM;VILAREJO S DA SERRA;1249;40-B;AQ
11964;AVENIDA VEREADOR JOSE DONATO;00000-000;BONFIM;VILAREJO S DA SERRA;1243;40-C;AQ
11965;RUA TURQUIA;00000-000;BONFIM;VILAREJO S DA SERRA;414;18-B;AR
11966;RUA TURQUIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;18-C;AR
11967;RUA TURQUIA;00000-000;BONFIM;VILAREJO S DA SERRA;424;18-D;AR
11968;AVENIDA VEREADOR JOSE DONATO;00000-000;BONFIM;VILAREJO S DA SERRA;2101;30-B;AR
11969;AVENIDA VEREADOR JOSE DONATO;13319-000;BONFIM;VILAREJO S DA SERRA;00S/N;30-C;AR
11970;AVENIDA VEREADOR JOSE DONATO;00000-000;BONFIM;VILAREJO S DA SERRA;2071;30-D;AR
11972;RUA DAS CANDEIAS;00000-000;BARRINHA;VALE VERDE;180;PARTE 09;A
11973;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;1;A
11974;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;2;A
11975;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;3;A
11976;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;4;A
11977;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;5;A
11978;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;6;A
11979;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;7;A
11980;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;8;A
11981;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;9;A
11982;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;10;A
11983;RUA UM;13315-000;BANANAL;RESID.V. DO PINHAL;00S/N;11;A
11984;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;12;A
11985;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;13;A
11986;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;29;B
11987;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;14;A
11988;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;15;A
11989;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;16;A
11990;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;17;A
11991;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;18;A
11992;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;19;A
11993;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;AREA VERDE 02;A
11994;RUA VENEZUELA;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;41;C
11995;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;28;B
11996;RUA VENEZUELA;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;42;C
11997;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;27;B
11998;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;26;B
11999;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;25;B
12000;RUA VENEZUELA;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;43;C
12001;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;24;B
12002;RUA VENEZUELA;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;44;C
12003;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;23;B
12004;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;22;B
12005;RUA VENEZUELA;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;45;C
12006;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;21;B
12007;RUA VENEZUELA;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;46;C
12008;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;20;B
12009;RUA VENEZUELA;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;47;C
12010;RUA VENEZUELA;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;48;C
12011;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;40;B
12012;RUA VENEZUELA;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;49;C
12013;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;39;B
12014;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;38;B
12015;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;50;C
12016;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;51;C
12017;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;52;C
12018;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;53;C
12019;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;54;C
12020;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;55;C
12021;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;37;B
12022;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;56;C
12023;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;57;C
12024;RUA QUATRO;13315-000;BANANAL;RESID.V. DO PINHAL;00S/N;36;B
12025;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;58;C
12026;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;35;B
12027;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;59;C
12028;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;60;C
12029;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;61;C
12030;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;62;C
12031;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;63;C
12032;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;34;B
12033;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;33;B
12034;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;64;C
12035;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;32;B
12036;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;31;B
12037;RUA QUATRO;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;30;B
12038;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;65;C
12039;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;AREA INSTITUCIONAL;D
12040;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;66;C
12041;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;67;D
12042;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;74;E
12043;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;68;D
12044;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;69;D
12045;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;75;E
12046;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;70;D
12047;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;71;D
12048;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;72;D
12049;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;76;E
12050;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;77;E
12051;RUA UM;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;73;D
12052;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;85;F
12053;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;78;E
12054;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;86;F
12055;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;79;E
12056;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;87;F
12057;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;80;E
12058;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;81;E
12059;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;82;E
12060;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;83;E
12061;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;84;E
12062;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;99;G
12063;RUA DOIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;AREA VERDE 01;G
12064;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;88;F
12065;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;89;F
12066;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;90;F
12067;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;91;F
12068;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;92;F
12069;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;93;F
12070;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;94;F
12071;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;95;F
12072;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;96;F
12073;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;97;F
12074;RUA SEIS;13315-000;PINHAL;RESID.V. DO PINHAL;00S/N;98;F
12075;RUA ESCOCIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;07-B;Q
12076;RUA ESCOCIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;07-C;Q
12077;RUA ESCOCIA;13319-000;BONFIM;VILAREJO S DA SERRA;301;07-D;Q
12078;RUA FRANCA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;09-B;Y
12079;RUA FRANCA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;09-C;Y
12080;RUA FRANCA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;09-D;Y
12081;RUA FRANCA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;09-E;Y
12082;RUA FRANCA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;09-F;Y
12083;RUA FRANCA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;09-G;Y
12084;RUA RUSSIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;49-B;Y
12085;RUA RUSSIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;49-C;Y
12086;RUA RUSSIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;49-D;Y
12087;RUA RUSSIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;49-E;Y
12088;RUA RUSSIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;49-F;Y
12089;RUA RUSSIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;49-G;Y
12090;RUA TURQUIA;00000-000;BONFIM;VILAREJO S DA SERRA;294;08-B;AR
12091;RUA HUNGRIA;00000-000;BONFIM;VILAREJO S DA SERRA;255;14-B;AM
12092;ESTRADA MUNICIPAL DE KAJITA - CAB276;00000-000;BONFIM;VILAREJO S DA SERRA;277;14-C;AM
12093;ESTRADA MUNICIPAL DE KAJITA - CAB276;00000-000;BONFIM;VILAREJO S DA SERRA;278;14-D;AM
12094;ESTRADA MUNICIPAL DE KAJITA - CAB276;00000-000;BONFIM;VILAREJO S DA SERRA;280;14-E;AM
12095;RUA MONACO;00000-000;BONFIM;VILAREJO S DA SERRA;0;16-B;AG
12096;RUA MONACO;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;16-C;AG
12097;RUA MONACO;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;16-D;AG
12098;RUA TCHESCOSLOVAQUIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;10B;AN
12099;RUA TCHESCOSLOVAQUIA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;10C;AN
12100;RUA MADAGASCAR;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;05-B;AE
12101;RUA FRANCA;00000-000;BONFIM;VILAREJO S DA SERRA;377;25-B;Y
12102;RUA FRANCA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;25-C;Y
12103;RUA FRANCA;00000-000;BONFIM;VILAREJO S DA SERRA;00S/N;25-D;Y
12104;RUA UM;13318-000;JACARE;RES. H. PINDORAMA II;00S/N;AREA VERDE 02;A
12105;RUA UM;13318-000;JACARE;RES. H. PINDORAMA II;00S/N;1;A
12106;RUA UM;13318-000;JACARE;RES. H. PINDORAMA II;00S/N;2;A
12107;RUA UM;13318-000;JACARE;RES. H. PINDORAMA II;00S/N;3;A
12108;RUA UM;13318-000;JACARE;RES. H. PINDORAMA II;00S/N;4;A
